chrom	start	end	optimal_ru	coding	period	obs_het	ABC_s_median	ABC_s_95%_CI	Num_s_accepted(max_5000)	Likelihood_0	Likelihood_s	LR	LogLR	LRT_p_value
chr15	57986675	57986689	5	0.0	3	0.0005322	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr15	58144530	58144544	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	58151661	58151678	6	0.0	3	0.0002662	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr15	58170934	58170951	6	0.0	3	0.0005323	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr15	58232295	58232309	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	58327541	58327555	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	58564733	58564747	5	0.0	3	0.0007988	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr15	58631512	58631529	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	58689492	58689509	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	58709924	58709938	5	0.0	3	0.0002665	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	58744854	58744871	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	58769824	58769838	5	0.0	3	0.0013672	0.00019	(0 , 0.01226)	48	0.02	0.025	0.8	0.4462871	0.5041034
chr15	58851933	58851950	6	1.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	58903683	58903700	6	0.0	3	0.001596	0.00028	(0 , 0.01483)	153	0.06	0.025	2.4	-1.7509375	1.0
chr15	58907620	58907640	7	0.0	3	0.317474	3e-05	(0 , 0.00091)	95	0.07	0.035	2.0	-1.3862944	1.0
chr15	58969913	58969930	6	0.0	3	0.0002661	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr15	58980896	58980910	5	0.0	3	0.1707916	0.0	(0 , 8e-05)	3	0.005	0.005	1.0	-0.0	1.0
chr15	59060786	59060809	8	0.0	3	0.4170637	0.0	(0 , 0.00081)	504	0.26	0.26	1.0	-0.0	1.0
chr15	59068224	59068238	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	59100914	59100928	5	0.0	3	0.3925813	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr15	59176053	59176070	7	0.0	3	0.4935713	0.0	(0 , 0.00042)	121	0.085	0.085	1.0	-0.0	1.0
chr15	59212955	59212969	5	0.0	3	0.2117178	4e-05	(0 , 9e-05)	2	0.005	0.005	1.0	-0.0	1.0
chr15	59309361	59309375	5	0.0	3	0.0018615	1e-05	(0 , 0.00894)	19	0.015	0.005	3.0	-2.1972246	1.0
chr15	59312861	59312881	7	0.0	3	0.1880184	3e-05	(0 , 0.00093)	59	0.035	0.03	1.1666667	-0.3083014	1.0
chr15	59327479	59327493	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	59357594	59357617	6	0.0	3	0.0348151	0.00011	(0 , 0.00588)	19	0.01	0.005	2.0	-1.3862944	1.0
chr15	59375291	59375317	8	0.0	3	0.2410386	2e-05	(0 , 0.00151)	252	0.1	0.075	1.3333333	-0.5753641	1.0
chr15	59389713	59389730	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	59408303	59408317	5	0.0	3	0.0023932	1e-05	(0 , 0.01134)	16	0.02	0.01	2.0	-1.3862944	1.0
chr15	59410304	59410318	5	0.0	3	0.0026596	4e-05	(0 , 0.01179)	13	0.015	0.005	3.0	-2.1972246	1.0
chr15	59411888	59411905	6	0.0	3	0.4079888	0.0	(0 , 0.00052)	36	0.035	0.035	1.0	-0.0	1.0
chr15	59428414	59428455	9	0.0	3	0.7545376	1e-05	(0 , 0.00076)	496	0.235	0.205	1.1463415	-0.2731511	1.0
chr15	59477299	59477313	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	59497129	59497152	8	0.0	3	0.0773057	0.00016	(0 , 0.00431)	176	0.095	0.065	1.4615385	-0.7589792	1.0
chr15	59580343	59580366	8	0.0	3	0.0464097	6e-05	(0 , 0.00322)	215	0.065	0.07	0.9285714	0.1482159	0.7002461
chr15	59820869	59820886	6	0.0	3	0.0002662	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr15	59825868	59825882	5	0.0	3	0.3195526	0.00029	(0.00017 , 0.00041)	2	0.01	0.005	2.0	-1.3862944	1.0
chr15	59888401	59888418	6	0.0	3	0.454076	0.0	(0 , 0.00057)	34	0.035	0.035	1.0	-0.0	1.0
chr15	59976365	59976379	5	0.0	3	0.0023927	1e-05	(0 , 0.01134)	16	0.02	0.01	2.0	-1.3862944	1.0
chr15	60100858	60100872	5	0.0	3	0.0018615	1e-05	(0 , 0.00894)	19	0.015	0.005	3.0	-2.1972246	1.0
chr15	60138104	60138121	6	0.0	3	0.0058386	0.00025	(0 , 0.00338)	43	0.005	0.025	0.2	3.2188758	0.0727936
chr15	60292727	60292750	8	0.0	3	0.1414894	4e-05	(0 , 0.00275)	206	0.08	0.055	1.4545455	-0.7493869	1.0
chr15	60301507	60301524	6	0.0	3	0.01508	4e-05	(0 , 0.00514)	28	0.02	0.015	1.3333333	-0.5753641	1.0
chr15	60372152	60372169	6	0.0	3	0.0013305	0.00027	(0 , 0.01575)	240	0.065	0.05	1.3	-0.5247285	1.0
chr15	60414348	60414362	5	0.0	3	0.0090124	0.0001	(0 , 0.01349)	8	0.01	0.005	2.0	-1.3862944	1.0
chr15	60544480	60544494	5	0.0	3	0.0100633	5e-05	(0 , 0.00068)	6	0.005	0.005	1.0	-0.0	1.0
chr15	60625212	60625226	5	0.0	3	0.00133	0.00019	(0 , 0.01226)	48	0.02	0.02	1.0	-0.0	1.0
chr15	60692290	60692304	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	60784238	60784252	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	60797071	60797088	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	60844403	60844420	6	0.0	3	0.0035611	0.00024	(0 , 0.01173)	71	0.025	0.025	1.0	-0.0	1.0
chr15	60959540	60959554	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	60995083	60995097	5	0.0	3	0.0007983	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr15	61017017	61017031	5	0.0	3	0.0021285	8e-05	(0 , 0.01185)	21	0.015	0.01	1.5	-0.8109302	1.0
chr15	61314265	61314279	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	61448792	61448809	6	0.0	3	0.0005323	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr15	61520833	61520859	8	0.0	3	0.4859531	0.0	(0 , 0.00066)	474	0.265	0.265	1.0	-0.0	1.0
chr15	61595589	61595645	18	0.0	3	0.7249013	0.00026	(0 , 0.00481)	2818	0.615	0.855	0.7192982	0.6589584	0.4169279
chr15	61623094	61623117	8	0.0	3	0.0002662	0.0336	(0 , 0.14185)	276	0.015	0.275	0.0545455	5.8174418	0.015868
chr15	61660624	61660638	5	0.0	3	0.0002662	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	61790100	61790114	5	0.0	3	0.0013315	0.00019	(0 , 0.01226)	48	0.02	0.02	1.0	-0.0	1.0
chr15	61872127	61872141	5	0.0	3	0.0026589	4e-05	(0 , 0.01179)	13	0.015	0.005	3.0	-2.1972246	1.0
chr15	61915378	61915401	8	0.0	3	0.0113798	0.00042	(0 , 0.01044)	537	0.1	0.12	0.8333333	0.3646431	0.5459388
chr15	61928188	61928202	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	62057199	62057213	5	0.0	3	0.0968116	0.0	(0 , 0)	2	0.005	0.005	1.0	-0.0	1.0
chr15	62068018	62068032	5	1.0	3	0.0005326	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr15	62069585	62069602	7	0.0	3	0.5031477	0.0	(0 , 0.00042)	121	0.08	0.08	1.0	-0.0	1.0
chr15	62105892	62105906	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	62233043	62233063	7	0.0	3	0.0037219	0.0002	(0 , 0.01267)	292	0.075	0.065	1.1538462	-0.2862017	1.0
chr15	62244150	62244164	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	62328627	62328653	9	0.0	3	0.4447393	1e-05	(0 , 0.00106)	1186	0.48	0.46	1.0434783	-0.0851192	1.0
chr15	62349352	62349366	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	62355808	62355831	8	0.0	3	0.0007983	0.01596	(0 , 0.08092)	650	0.065	0.405	0.1604938	3.6589996	0.0557671
chr15	62368745	62368768	8	0.0	3	0.5906531	0.0	(0 , 0.00059)	372	0.225	0.225	1.0	-0.0	1.0
chr15	62484061	62484075	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	62504954	62504971	6	0.0	3	0.1870127	3e-05	(0 , 0.00247)	14	0.01	0.01	1.0	-0.0	1.0
chr15	62604893	62604913	7	0.0	3	0.0026589	0.00019	(0 , 0.01332)	501	0.125	0.085	1.4705882	-0.771325	1.0
chr15	62665071	62665091	7	0.0	3	0.0021276	0.00025	(0 , 0.01583)	760	0.15	0.17	0.8823529	0.2503263	0.6168454
chr15	62722728	62722742	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	63032838	63032855	6	0.0	3	0.0005323	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr15	63052531	63052545	4	0.0	3	0.4454164	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr15	63074285	63074302	7	0.0	3	0.2469199	3e-05	(0 , 0.00063)	70	0.055	0.03	1.8333333	-1.2122716	1.0
chr15	63187831	63187854	8	0.0	3	0.0042507	0.00092	(0 , 0.01792)	1118	0.16	0.305	0.5245902	1.2902759	0.2559971
chr15	63230302	63230316	5	0.0	3	0.0029236	7e-05	(0 , 0.01179)	10	0.015	0.01	1.5	-0.8109302	1.0
chr15	63230694	63230708	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	63274851	63274868	6	0.0	3	0.0018634	0.00026	(0 , 0.01329)	110	0.045	0.025	1.8	-1.1755733	1.0
chr15	63349523	63349540	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	63385761	63385775	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	63405635	63405649	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	63472788	63472802	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	63474015	63474029	5	0.0	3	0.0163793	3e-05	(0 , 0.00054)	6	0.01	0.005	2.0	-1.3862944	1.0
chr15	63486058	63486081	8	0.0	3	0.0050487	0.00065	(0 , 0.01516)	995	0.145	0.29	0.5	1.3862944	0.2390319
chr15	63596632	63596649	6	0.0	3	0.0005327	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr15	63688625	63688639	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	63731994	63732011	6	0.0	3	0.0002666	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr15	63864589	63864606	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	63922141	63922158	6	0.0	3	0.0002663	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr15	63995174	63995191	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	64081066	64081083	6	0.0	3	0.0013312	0.00027	(0 , 0.01575)	240	0.065	0.05	1.3	-0.5247285	1.0
chr15	64083042	64083065	8	0.0	3	0.0029253	0.0015	(0 , 0.02601)	1176	0.14	0.305	0.4590164	1.5573387	0.2120553
chr15	64214660	64214677	6	0.0	3	0.0002661	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr15	64225631	64225645	5	0.0	3	0.0002662	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	64342956	64342973	6	0.0	3	0.0005322	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr15	64394173	64394187	5	0.0	3	0.0013303	0.00019	(0 , 0.01226)	48	0.02	0.02	1.0	-0.0	1.0
chr15	64418109	64418129	7	0.0	3	0.001596	0.00037	(0 , 0.01819)	953	0.185	0.21	0.8809524	0.2535034	0.6146189
chr15	64517788	64517802	5	0.0	3	0.0034553	0.0001	(0 , 0.01158)	11	0.015	0.005	3.0	-2.1972246	1.0
chr15	64531398	64531415	6	0.0	3	0.0010644	0.00028	(0 , 0.01596)	224	0.065	0.05	1.3	-0.5247285	1.0
chr15	64576103	64576120	6	0.0	3	0.0023935	0.0004	(0 , 0.012)	103	0.05	0.035	1.4285714	-0.7133499	1.0
chr15	64589377	64589394	6	0.0	3	0.017679	7e-05	(0 , 0.00598)	20	0.015	0.01	1.5	-0.8109302	1.0
chr15	64610016	64610030	5	0.0	3	0.0005322	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr15	64613320	64613334	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	64664231	64664245	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	64680796	64680813	6	1.0	3	0.0002661	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr15	64738805	64738819	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	64828173	64828190	5	0.0	3	0.4852501	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr15	64868470	64868511	12	0.0	3	0.7341343	0.00027	(0 , 0.00469)	2769	0.605	0.84	0.7202381	0.6563469	0.4178526
chr15	64873894	64873908	5	0.0	3	0.0126945	3e-05	(0 , 0.00053)	7	0.005	0.005	1.0	-0.0	1.0
chr15	64913411	64913425	5	0.0	3	0.0005323	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr15	65012303	65012323	7	0.0	3	0.0719741	0.0	(0 , 0.00249)	49	0.025	0.025	1.0	-0.0	1.0
chr15	65135936	65135953	11	0.0	3	0.3265888	0.00455	(0 , 0.0116)	1053	0.16	0.67	0.238806	2.8642078	0.0905703
chr15	65188002	65188016	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	65205021	65205041	7	0.0	3	0.0119214	7e-05	(0 , 0.00659)	104	0.025	0.045	0.5555556	1.1755733	0.278259
chr15	65276348	65276362	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	65280056	65280070	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	65361271	65361285	5	0.0	3	0.4821396	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr15	65422877	65422897	7	0.0	3	0.0016107	0.00037	(0 , 0.01819)	953	0.185	0.21	0.8809524	0.2535034	0.6146189
chr15	65449957	65449974	6	0.0	3	0.0042527	0.00011	(0 , 0.01116)	64	0.015	0.03	0.5	1.3862944	0.2390319
chr15	65503105	65503119	5	0.0	3	0.0015962	0.00011	(0 , 0.01166)	27	0.015	0.02	0.75	0.5753641	0.4481352
chr15	65529820	65529834	5	0.0	3	0.2844054	0.00025	(0.0001 , 0.00041)	2	0.005	0.005	1.0	-0.0	1.0
chr15	65573295	65573309	5	0.0	3	0.0007983	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr15	65625839	65625853	5	1.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	65636861	65636893	11	0.0	3	0.4647809	0.00043	(0 , 0.0071)	2078	0.45	0.455	0.989011	0.0220997	0.8818223
chr15	65643052	65643066	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	65804212	65804226	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	65847912	65847932	7	0.0	3	0.0087497	9e-05	(0 , 0.00651)	120	0.05	0.045	1.1111111	-0.210721	1.0
chr15	65911412	65911426	5	0.0	3	0.0026589	4e-05	(0 , 0.01179)	13	0.015	0.005	3.0	-2.1972246	1.0
chr15	66011721	66011747	7	0.0	3	0.4938955	0.0	(0 , 0.00044)	120	0.085	0.085	1.0	-0.0	1.0
chr15	66044683	66044703	6	0.0	3	0.0077198	0.00011	(0 , 0.00321)	44	0.005	0.015	0.3333333	2.1972246	0.1382595
chr15	66058761	66058775	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	66104885	66104899	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	66175955	66175972	6	0.0	3	0.0013314	0.00027	(0 , 0.01575)	240	0.065	0.05	1.3	-0.5247285	1.0
chr15	66246817	66246831	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	66272174	66272188	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	66279342	66279362	7	0.0	3	0.0005325	0.00097	(0 , 0.04411)	1990	0.315	0.435	0.7241379	0.6455468	0.4217093
chr15	66465693	66465707	5	0.0	3	0.0007985	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr15	66537696	66537710	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	66629493	66629507	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	66656505	66656528	8	0.0	3	0.0973937	0.0001	(0 , 0.00426)	180	0.09	0.03	3.0	-2.1972246	1.0
chr15	66687107	66687121	5	0.0	3	0.0039856	0.0001	(0 , 0.01156)	9	0.01	0.005	2.0	-1.3862944	1.0
chr15	66751185	66751199	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	66818985	66818999	5	0.0	3	0.0002662	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	66942154	66942168	5	0.0	3	0.152297	0.0	(0 , 8e-05)	3	0.005	0.005	1.0	-0.0	1.0
chr15	67032382	67032411	10	0.0	3	0.2587955	0.0008	(0 , 0.00433)	897	0.175	0.33	0.530303	1.2686134	0.260027
chr15	67078608	67078625	6	0.0	3	0.0005322	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr15	67152880	67152894	5	0.0	3	0.0002662	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	67162947	67162988	14	0.0	3	0.6754192	0.00027	(0 , 0.00536)	3015	0.66	0.905	0.7292818	0.6313902	0.4268458
chr15	67280838	67280864	10	0.0	3	0.3978262	0.0001	(0 , 0.0025)	1515	0.47	0.48	0.9791667	0.0421068	0.8374163
chr15	67298866	67298883	6	0.0	3	0.0005325	0.00041	(0 , 0.04426)	1045	0.19	0.245	0.7755102	0.5084683	0.4758027
chr15	67302859	67302879	7	0.0	3	0.0069046	0.00013	(0 , 0.00764)	167	0.04	0.05	0.8	0.4462871	0.5041034
chr15	67383107	67383124	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	67405391	67405429	11	0.0	3	0.6800272	0.00022	(0 , 0.00411)	2719	0.655	0.765	0.8562092	0.3104812	0.5773851
chr15	67505807	67505821	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	67553042	67553056	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	67572693	67572707	5	0.0	3	0.3995998	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
chr15	67686604	67686642	9	0.0	3	0.598943	1e-05	(0 , 0.0009)	1055	0.455	0.42	1.0833333	-0.1600854	1.0
chr15	67827108	67827122	5	0.0	3	0.007914	0.00015	(0 , 0.01349)	8	0.01	0.005	2.0	-1.3862944	1.0
chr15	67834538	67834561	8	0.0	3	0.5959288	0.0	(0 , 0.0006)	367	0.22	0.22	1.0	-0.0	1.0
chr15	67859071	67859085	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	67874688	67874708	7	0.0	3	0.0018663	0.00025	(0 , 0.01687)	688	0.135	0.13	1.0384615	-0.0754807	1.0
chr15	67957824	67957838	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	68044552	68044566	5	0.0	3	0.0002663	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	68120655	68120669	5	0.0	3	0.0007983	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr15	68221000	68221026	8	0.0	3	0.1403912	4e-05	(0 , 0.00241)	203	0.08	0.055	1.4545455	-0.7493869	1.0
chr15	68329752	68329769	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	68337520	68337534	5	0.0	3	0.0007984	0.00065	(0 , 0.01871)	100	0.025	0.02	1.25	-0.4462871	1.0
chr15	68530328	68530345	6	0.0	3	0.0002662	0.00067	(0 , 0.05404)	4518	0.86	0.895	0.9608939	0.0797827	0.7775922
chr15	68535528	68535545	6	0.0	3	0.2181008	2e-05	(0 , 0.00247)	17	0.01	0.01	1.0	-0.0	1.0
chr15	68757918	68757932	5	0.0	3	0.0005362	0.00044	(0 , 0.03103)	288	0.065	0.085	0.7647059	0.536528	0.4638752
chr15	68913337	68913351	5	0.0	3	0.0929132	0.0	(0 , 4e-05)	3	0.005	0.005	1.0	-0.0	1.0
chr15	69043258	69043272	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	69053390	69053404	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	69201897	69201911	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	69236452	69236466	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	69310702	69310719	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	69327157	69327174	6	0.0	3	0.048241	2e-05	(0 , 0.0059)	16	0.005	0.005	1.0	-0.0	1.0
chr15	69339443	69339457	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	69342268	69342309	7	0.0	3	0.159678	2e-05	(0 , 0.00101)	54	0.03	0.025	1.2	-0.3646431	1.0
chr15	69430018	69430032	6	0.0	3	0.3987611	0.0	(0 , 0.00049)	37	0.035	0.035	1.0	-0.0	1.0
chr15	69505406	69505435	9	0.0	3	0.3687469	2e-05	(0 , 0.00132)	913	0.355	0.325	1.0923077	-0.1765852	1.0
chr15	69592297	69592311	5	0.0	3	0.0187195	3e-05	(0 , 0.00054)	6	0.01	0.005	2.0	-1.3862944	1.0
chr15	69609507	69609521	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	69634544	69634561	6	0.0	3	0.0	0.00075	(0 , 0.05658)	3582	0.695	0.675	1.0296296	-0.0583983	1.0
chr15	69637755	69637775	6	0.0	3	0.0108587	4e-05	(0 , 0.00362)	33	0.01	0.015	0.6666667	0.8109302	0.3678454
chr15	69944582	69944596	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	69945594	69945614	7	0.0	3	0.046865	0.0	(0 , 0.00512)	53	0.025	0.025	1.0	-0.0	1.0
chr15	69957009	69957023	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	69964775	69964801	10	0.0	3	0.5453038	5e-05	(0 , 0.00162)	1788	0.575	0.555	1.036036	-0.0708039	1.0
chr15	70011461	70011475	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	70097454	70097471	6	0.0	3	0.0045412	0.00012	(0 , 0.01115)	65	0.01	0.03	0.3333333	2.1972246	0.1382595
chr15	70187464	70187478	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	70707569	70707586	6	0.0	3	0.0015957	0.00028	(0 , 0.01483)	153	0.06	0.025	2.4	-1.7509375	1.0
chr15	70751059	70751073	5	0.0	3	0.0002661	0.00058	(0 , 0.04905)	4906	0.96	0.995	0.9648241	0.0716189	0.7889941
chr15	70826154	70826168	5	0.0	3	0.0	0.00059	(0 , 0.05156)	4643	0.91	0.945	0.962963	0.0754807	0.783518
chr15	70837211	70837228	5	0.0	3	0.4972638	6e-05	(0 , 0.00039)	6	0.015	0.01	1.5	-0.8109302	1.0
